SOC;i_H2 A/cm^2
0;0,000001642
0,1;0,000001676
0,200763359;0,000001711
0,39740458;0,000001986
0,562290076;0,000001986
0,709465649;0,000002124
0,841984733;0,000002400
0,921374046;0,000002538
0,953129771;0,000002710
0,969618321;0,000003124
1;0,000003886
