SOC;i_H2 A/cm^2
0;0,000001038
0,1;0,000001073
0,249007634;0,000001125
0,428549618;0,000001176
0,623969466;0,000001176
0,814503817;0,000001176
0,909770992;0,000001211
0,962900763;0,000001487
1;0,000001679
