SOC;i_H2 A/cm^2
0;0,000003486
0,1;0,000003486
0,147022901;0,000003486
0,21480916;0,000003486
0,279541985;0,000003538
0,341221374;0,000003762
0,412061069;0,000004176
0,459083969;0,000004537
0,521984733;0,000005089
0,583664122;0,000005778
0,662442748;0,000006916
0,727175573;0,000007968
0,802900763;0,000009691
0,849923664;0,000011156
0,890229008;0,000012845
0,939083969;0,000015069
0,959847328;0,000016396
0,977557252;0,000017637
1;0,000019210
