0,001; 0,005
0,001; 0,027
0,002; 0,057
0,004; 0,084
0,006; 0,111
0,007; 0,133
0,009; 0,156
0,012; 0,175
0,016; 0,196
0,020; 0,215
0,026; 0,234
0,034; 0,252
0,043; 0,269
0,052; 0,284
0,062; 0,295
0,071; 0,306
0,081; 0,314
0,090; 0,322
0,099; 0,329
0,109; 0,336
0,118; 0,341
0,128; 0,347
0,137; 0,352
0,146; 0,357
0,156; 0,362
0,165; 0,366
0,175; 0,370
0,184; 0,374
0,194; 0,377
0,203; 0,381
0,212; 0,384
0,222; 0,387
0,231; 0,390
0,241; 0,393
0,250; 0,395
0,259; 0,398
0,269; 0,401
0,278; 0,403
0,288; 0,405
0,297; 0,408
0,306; 0,410
0,316; 0,412
0,325; 0,414
0,335; 0,416
0,344; 0,418
0,350; 0,419
